Text content,Title,poem_id,Text_cleaned,Title_cleaned
بها حاجـه ولا ادري وش بها لكـن بها حاجه,سريـة فـكـر,109,بها حاجه ولا ادري وش بها لكن بها حاجه,سرية فكر
دخيلك يا هوى بالي حبيبك في الهوى نجّه,سريـة فـكـر,109,دخيلك يا هوى بالي حبيبك في الهوى نجه,سرية فكر
ترى حبـّك سبب هـمّه وصدّك سبّـة ازعاجه,سريـة فـكـر,109,ترى حبك سبب همه وصدك سبة ازعاجه,سرية فكر
واذا المطلوب م الخفّاق مني يطلب الرفجه,سريـة فـكـر,109,واذا المطلوب م الخفاق مني يطلب الرفجه,سرية فكر
ورفـجـه ما أردّه دام هـذا الـقـلـب محـتـاجـه,سريـة فـكـر,109,ورفجه ما ارده دام هذا القلب محتاجه,سرية فكر
الله يـِغـَمْـرك بَالـهـنا والـسـَّــعـاده,سكـّر زيــاده,110,الله يغمرك بالهنا والسعاده,سكر زياده
ياللي جعـلت أيـّامي افــراح ويّــاك,سكـّر زيــاده,110,ياللي جعلت ايامي افراح وياك,سكر زياده
في نظـرتك هـيبة شـمـوخ وإراده,سكـّر زيــاده,110,في نظرتك هيبة شموخ واراده,سكر زياده
و في وقـفـتك تكـثر بعـيني مزاياك,سكـّر زيــاده,110,و في وقفتك تكثر بعيني مزاياك,سكر زياده
واشوف ليلي في شعرك وسـواده,سكـّر زيــاده,110,واشوف ليلي في شعرك وسواده,سكر زياده
واشوف شمسي مشرقه في محيّاك,سكـّر زيــاده,110,واشوف شمسي مشرقه في محياك,سكر زياده
واشوف في رمشك جيوش الإباده,سكـّر زيــاده,110,واشوف في رمشك جيوش الاباده,سكر زياده
واشـوف في عينك مدارات وافـلاك,سكـّر زيــاده,110,واشوف في عينك مدارات وافلاك,سكر زياده
سـماع صـوتـك حـزّة الـنوم عـاده,سكـّر زيــاده,110,سماع صوتك حزة النوم عاده,سكر زياده
صار السهـر .. شيّ ٍأسـاسي بليّـاك,سكـّر زيــاده,110,صار السهر شي اساسي بلياك,سكر زياده
طلع معي سـكـّر عـلى غـير عـاده,سكـّر زيــاده,110,طلع معي سكر على غير عاده,سكر زياده
وهـذي سـبايب كثر وصلك ولامـاك,سكـّر زيــاده,110,وهذي سبايب كثر وصلك ولاماك,سكر زياده
في شـفاتـك الثـنتـين سـكـّر زيـاده,سكـّر زيــاده,110,في شفاتك الثنتين سكر زياده,سكر زياده
حاول تقـلـّل نـسـبـته فـي شـفـايـاك,سكـّر زيــاده,110,حاول تقلل نسبته في شفاياك,سكر زياده
يمشي على شورك ويترك مـراده,سكـّر زيــاده,110,يمشي على شورك ويترك مراده,سكر زياده
قـلـبٍ يحـبّـك لان ..ما عـنـده ادراك,سكـّر زيــاده,110,قلب يحبك لان ما عنده ادراك,سكر زياده
وان غبت قـلبي معـلن ٍ لك حداده,سكـّر زيــاده,110,وان غبت قلبي معلن لك حداده,سكر زياده
وان جيتـني .. متعـة حياتي بلقـياك,سكـّر زيــاده,110,وان جيتني متعة حياتي بلقياك,سكر زياده
خـلاص انـا قـررت.. وبلا هـواده,سكـّر زيــاده,110,خلاص انا قررت وبلا هواده,سكر زياده
أفارقـك واشـبع خـفـوقـي بـفـرقـاك,سكـّر زيــاده,110,افارقك واشبع خفوقي بفرقاك,سكر زياده
تعـبت من كـثر الفـرح والـسـعاده,سكـّر زيــاده,110,تعبت من كثر الفرح والسعاده,سكر زياده
أبغـي أجـرّب طـعـم الاحـزان ويّـاك,سكـّر زيــاده,110,ابغي اجرب طعم الاحزان وياك,سكر زياده
سـلام تسلـيـمٍ حـلاته مثـل شهـد المـنـحـله,سلام تسليم,111,سلام تسليم حلاته مثل شهد المنحله,سلام تسليم
أحلى من انفاس الربيع اللي يذعذع ندّها,سلام تسليم,111,احلى من انفاس الربيع اللي يذعذع ندها,سلام تسليم
نوره إلى سلـّمت به يشبه من الصبح اوّلـه,سلام تسليم,111,نوره الى سلمت به يشبه من الصبح اوله,سلام تسليم
وعفويّته تصعب على مزح الرجال وجدّها,سلام تسليم,111,وعفويته تصعب على مزح الرجال وجدها,سلام تسليم
مآخذ من الطيب احسنه وْماخذ من الحب الوله,سلام تسليم,111,ماخذ من الطيب احسنه وماخذ من الحب الوله,سلام تسليم
وماخذ من الثـنتين طيّبها .. وخلاّ ضدّها,سلام تسليم,111,وماخذ من الثنتين طيبها وخلا ضدها,سلام تسليم
مْـطـرّزٍ بالطـيـّبات وبالـفـكـر والـبَـسـمَـلـه,سلام تسليم,111,مطرز بالطيبات وبالفكر والبسمله,سلام تسليم
صَلاة خـلاّق البـشر على الـنبي لا بـدّها,سلام تسليم,111,صلاة خلاق البشر على النبي لا بدها,سلام تسليم
ماهو يقال مْن الضمـير الا لمن يـسـتاهـلـه,سلام تسليم,111,ماهو يقال من الضمير الا لمن يستاهله,سلام تسليم
ولا عشق غير النفوس الصافيات وْودّها,سلام تسليم,111,ولا عشق غير النفوس الصافيات وودها,سلام تسليم
عليك يا ريـف النفـوس الخاويات الممـحله,سلام تسليم,111,عليك يا ريف النفوس الخاويات الممحله,سلام تسليم
اللّي زمـنها لاعــبٍ فـيها وبـيّــح سـدّها,سلام تسليم,111,اللي زمنها لاعب فيها وبيح سدها,سلام تسليم
يا صانعٍ قول المثل ( الطيب يوجد في هله ),سلام تسليم,111,يا صانع قول المثل الطيب يوجد في هله,سلام تسليم
يا جابـرٍ دورات بقـعا تـلـتـزم في حـدّها,سلام تسليم,111,يا جابر دورات بقعا تلتزم في حدها,سلام تسليم
الطيب من طيبـك يغار يغار وانت تـمـوّلـه,سلام تسليم,111,الطيب من طيبك يغار يغار وانت تموله,سلام تسليم
يالين صاحت كفـّك اللي طيبها من جدّها,سلام تسليم,111,يالين صاحت كفك اللي طيبها من جدها,سلام تسليم
يابو المراجل لا اوضحت حقيقة المسترجله,سلام تسليم,111,يابو المراجل لا اوضحت حقيقة المسترجله,سلام تسليم
اللي حـداهـم لا تمـرجـل مرّتـيـن يعِـدّها,سلام تسليم,111,اللي حداهم لا تمرجل مرتين يعدها,سلام تسليم
يابو اليتامى والفـقارى والضعيف والأرمله,سلام تسليم,111,يابو اليتامى والفقارى والضعيف والارمله,سلام تسليم
يا مْعـلـّـمٍ كـفـّك ثـقـيلات الحمول يشدّها,سلام تسليم,111,يا معلم كفك ثقيلات الحمول يشدها,سلام تسليم
قالوا هذا من هو؟ وقلت شوي يالين آصـله,سلام تسليم,111,قالوا هذا من هو وقلت شوي يالين اصله,سلام تسليم
ماهي توصّـفه القصيده لو توصّـل حدّها,سلام تسليم,111,ماهي توصفه القصيده لو توصل حدها,سلام تسليم
هذا الذي لامن زعل تهتز الارض مْن ازعله,سلام تسليم,111,هذا الذي لامن زعل تهتز الارض من ازعله,سلام تسليم
واذا رضا تمطر وتزهـر بالنفل مجردّها,سلام تسليم,111,واذا رضا تمطر وتزهر بالنفل مجردها,سلام تسليم
هذا الذي حلمه يجلـّي ف المواقـيـف اجهـله,سلام تسليم,111,هذا الذي حلمه يجلي ف المواقيف اجهله,سلام تسليم
هذا الذي لا كبـرت الـصكـّات بيده ردّها,سلام تسليم,111,هذا الذي لا كبرت الصكات بيده ردها,سلام تسليم
هذا الذي لا كبرت القـصّه وحجم المعـضله,سلام تسليم,111,هذا الذي لا كبرت القصه وحجم المعضله,سلام تسليم
ثقل الحمل فوق الزمول اللي تطاير بدّها,سلام تسليم,111,ثقل الحمل فوق الزمول اللي تطاير بدها,سلام تسليم
تـثـني له الركـبه ويـسكت شاربٍ لم يفـتـله,سلام تسليم,111,تثني له الركبه ويسكت شارب لم يفتله,سلام تسليم
تأتي على ما يشـتهي يـوم الجـذور يقـدّها,سلام تسليم,111,تاتي على ما يشتهي يوم الجذور يقدها,سلام تسليم
مابه فـقـير ولا غـنيّ الاّ من الجـيـد اشـمله,سلام تسليم,111,مابه فقير ولا غني الا من الجيد اشمله,سلام تسليم
يمـناه تـعـمر ف الديـار الخالـيه لا مـدّها,سلام تسليم,111,يمناه تعمر ف الديار الخاليه لا مدها,سلام تسليم
الله وهـبـه من الفـراجـات العلا والمنـزلـه,سلام تسليم,111,الله وهبه من الفراجات العلا والمنزله,سلام تسليم
والله خـبيـرٍ ف الـعـباد ويـدري انـّه قـدّها,سلام تسليم,111,والله خبير ف العباد ويدري انه قدها,سلام تسليم
هذا ولد راشـد ولد مكـتـوم راعـي الاوّلـه,سلام تسليم,111,هذا ولد راشد ولد مكتوم راعي الاوله,سلام تسليم
لـولاه .. ما قـامت بـلاد ولا تـرسّـم حـدّها,سلام تسليم,111,لولاه ما قامت بلاد ولا ترسم حدها,سلام تسليم
مسلـسله عـزّ وْفخر ياطيب بحر مْسـلسله,سلام تسليم,111,مسلسله عز وفخر ياطيب بحر مسلسله,سلام تسليم
نعم وْنعـم .. نعـم وْنعم .. نعـمٍ واعد آردّها,سلام تسليم,111,نعم ونعم نعم ونعم نعم واعد اردها,سلام تسليم
وآنا يابـوي اذا تغـنـّيت الـبـيـوت مـهـوّله,سلام تسليم,111,وانا يابوي اذا تغنيت البيوت مهوله,سلام تسليم
لاترتقي غصباً على لساني لا جيت آعدّها,سلام تسليم,111,لاترتقي غصبا على لساني لا جيت اعدها,سلام تسليم
كنها على حـضرة جنابك تـنحفظ ومقوّله,سلام تسليم,111,كنها على حضرة جنابك تنحفظ ومقوله,سلام تسليم
كـنها تـقـول آنـا رسـاله .. والرساله ودّها,سلام تسليم,111,كنها تقول انا رساله والرساله ودها,سلام تسليم
الشعر في راسي تجارب شايب و ثورة شباب,سـمح الـجـنــاب,112,الشعر في راسي تجارب شايب و ثورة شباب,سمح الجناب
وافـكار شاعـر يحـسب الكـلمه لا منـّه قالها,سـمح الـجـنــاب,112,وافكار شاعر يحسب الكلمه لا منه قالها,سمح الجناب
إلى برق هاجوسي وهـلـّت مثـل وبل السحاب,سـمح الـجـنــاب,112,الى برق هاجوسي وهلت مثل وبل السحاب,سمح الجناب
تحيـي قـلوب أكثر جماهيري وتشغـل بالها,سـمح الـجـنــاب,112,تحيي قلوب اكثر جماهيري وتشغل بالها,سمح الجناب
يا خوي يا (راشد بن محمد ) ويا سمح الجناب,سـمح الـجـنــاب,112,يا خوي يا راشد بن محمد ويا سمح الجناب,سمح الجناب
يا مجـد دولـه سـطـّر التاريخ فـعـل ابطالها,سـمح الـجـنــاب,112,يا مجد دوله سطر التاريخ فعل ابطالها,سمح الجناب
نويت مدحك وانفتح لي في المـدح مليـون باب,سـمح الـجـنــاب,112,نويت مدحك وانفتح لي في المدح مليون باب,سمح الجناب
وعـرفـت بان الطيّـبين المـدح ما يـرقـا لها,سـمح الـجـنــاب,112,وعرفت بان الطيبين المدح ما يرقا لها,سمح الجناب
لا ضاقـت الدنيـا عـليّ أقـول مالك يالصـعـاب,سـمح الـجـنــاب,112,لا ضاقت الدنيا علي اقول مالك يالصعاب,سمح الجناب
إلا عـضـيـدٍ كـل ما ضـاقـت يقـول : أنا لها,سـمح الـجـنــاب,112,الا عضيد كل ما ضاقت يقول انا لها,سمح الجناب
يامحـزمي أصغـر صـفاتك بس تحـتاج لكتاب,سـمح الـجـنــاب,112,يامحزمي اصغر صفاتك بس تحتاج لكتاب,سمح الجناب
والاّ القـصـيده مسـتحيل تـوصّـفـك بـلحالها,سـمح الـجـنــاب,112,والا القصيده مستحيل توصفك بلحالها,سمح الجناب
الـمـرجـلـه إمّـا وراثــة جــد والاّ بـاكـتـســاب,سـمح الـجـنــاب,112,المرجله اما وراثة جد والا باكتساب,سمح الجناب
وانت الوريث المكـتـسب ونقـول فالك فالها,سـمح الـجـنــاب,112,وانت الوريث المكتسب ونقول فالك فالها,سمح الجناب
تعزف عن الأضواء لين النور أرسل لك عتاب,سـمح الـجـنــاب,112,تعزف عن الاضواء لين النور ارسل لك عتاب,سمح الجناب
الأرض وش تـسـوى بلـيّا شمـسها وهلالها,سـمح الـجـنــاب,112,الارض وش تسوى بليا شمسها وهلالها,سمح الجناب
والناس تسألني عن احوالي وانا اقول الجواب,سـمح الـجـنــاب,112,والناس تسالني عن احوالي وانا اقول الجواب,سمح الجناب
روحوا لراشـد واسألوا عن نفسه وعن حالها,سـمح الـجـنــاب,112,روحوا لراشد واسالوا عن نفسه وعن حالها,سمح الجناب
واذا فـرح أفـرح معـه واذا شـعـر بالإكـتـئاب,سـمح الـجـنــاب,112,واذا فرح افرح معه واذا شعر بالاكتئاب,سمح الجناب
أشعـر معـه بالإكتـئاب .. بحـلـّها وترحالها,سـمح الـجـنــاب,112,اشعر معه بالاكتئاب بحلها وترحالها,سمح الجناب
إخـوان فـيـنا عـزّه وْ هـيـبـه وْ وقـفـاتٍ قـراب,سـمح الـجـنــاب,112,اخوان فينا عزه و هيبه و وقفات قراب,سمح الجناب
والأوسـمه تـسعى لنا لو كان ما نسعى لها,سـمح الـجـنــاب,112,والاوسمه تسعى لنا لو كان ما نسعى لها,سمح الجناب
ننافس بْشوط الركاب، ونسبق بشوط الركاب,سـمح الـجـنــاب,112,ننافس بشوط الركاب ونسبق بشوط الركاب,سمح الجناب
والا اعتلينا ع ظهور الخـيل .. حن خيّالها,سـمح الـجـنــاب,112,والا اعتلينا ع ظهور الخيل حن خيالها,سمح الجناب
ألله خـلـقــنـا للـتـقــدّم والـتـطـوّر والـصــواب,سـمح الـجـنــاب,112,الله خلقنا للتقدم والتطور والصواب,سمح الجناب
وتعـقـد عـليـنا دارنا .. طـموحـها وآمـالها,سـمح الـجـنــاب,112,وتعقد علينا دارنا طموحها وامالها,سمح الجناب
صـغـيـرنا يـحـشـم قـدر كـبـيـرنا ولا نهـاب,سـمح الـجـنــاب,112,صغيرنا يحشم قدر كبيرنا ولا نهاب,سمح الجناب
مْن الـسـنـين .. وكـل ما قـامت لـنا قـمـنا لها,سـمح الـجـنــاب,112,من السنين وكل ما قامت لنا قمنا لها,سمح الجناب
فينا الأدب فطره ولا نخرج عن حدود الآداب,سـمح الـجـنــاب,112,فينا الادب فطره ولا نخرج عن حدود الاداب,سمح الجناب
وقــلـوبـنا بـيـض وْعـزايـمـنا تـهـدّ جْـبـالها,سـمح الـجـنــاب,112,وقلوبنا بيض وعزايمنا تهد جبالها,سمح الجناب
أفـعـالـنا تـلـفـت لـنا الأنـظـار قــدّام الـرقـاب,سـمح الـجـنــاب,112,افعالنا تلفت لنا الانظار قدام الرقاب,سمح الجناب
واهل الفعـول تموت لكن ما تموت افـعالها,سـمح الـجـنــاب,112,واهل الفعول تموت لكن ما تموت افعالها,سمح الجناب
حِنـّا عيال اللي صنع من بعد عصر الإنتداب,سـمح الـجـنــاب,112,حنا عيال اللي صنع من بعد عصر الانتداب,سمح الجناب
المعـجـزات الكـايـده بـانـواعـهـا واشـكالها,سـمح الـجـنــاب,112,المعجزات الكايده بانواعها واشكالها,سمح الجناب
عجيب والحكـّام تـنظر في سـموّه بانعـجاب,سـمح الـجـنــاب,112,عجيب والحكام تنظر في سموه بانعجاب,سمح الجناب
حَسْنـَتـْه عـند الله مِـجْـزيـّـه بعَـشـْر امـثالها,سـمح الـجـنــاب,112,حسنته عند الله مجزيه بعشر امثالها,سمح الجناب
واعداه ما تطمع بفـنجاله وتحـسب له حساب,سـمح الـجـنــاب,112,واعداه ما تطمع بفنجاله وتحسب له حساب,سمح الجناب
وهـو إلى مـنـّـه تـحـدّاهـا شـرب فـنـجـالها,سـمح الـجـنــاب,112,وهو الى منه تحداها شرب فنجالها,سمح الجناب
من غرب الارض اللي يغطي شمسها كثر الضباب,سـمح الـجـنــاب,112,من غرب الارض اللي يغطي شمسها كثر الضباب,سمح الجناب
لشرق الارض اللي توهّج شمسها أضفى لها,سـمح الـجـنــاب,112,لشرق الارض اللي توهج شمسها اضفى لها,سمح الجناب
ومْن الجنوب اللي هبوبه يوم هبّت بانسياب,سـمح الـجـنــاب,112,ومن الجنوب اللي هبوبه يوم هبت بانسياب,سمح الجناب
تـردّد اسـمـه وتـتـغــنـّى باحـرفـه شـمـالها,سـمح الـجـنــاب,112,تردد اسمه وتتغنى باحرفه شمالها,سمح الجناب
من حكـمة الله يـوم تمـشي مثـلـنا فـوق التـراب,سـمح الـجـنــاب,112,من حكمة الله يوم تمشي مثلنا فوق التراب,سمح الجناب
لجل تـكـون انت السـنـد للأرمـله واطـفالها,سـمح الـجـنــاب,112,لجل تكون انت السند للارمله واطفالها,سمح الجناب
والاّ مكانك فـوق فـوق العـاليات مْـن الهـضاب,سـمح الـجـنــاب,112,والا مكانك فوق فوق العاليات من الهضاب,سمح الجناب
ماهوب فوق الأرض يا اغلى من وطا برمالها,سـمح الـجـنــاب,112,ماهوب فوق الارض يا اغلى من وطا برمالها,سمح الجناب
هذي أحاسيسي بعد ما اسرفت في طول الغياب,سـمح الـجـنــاب,112,هذي احاسيسي بعد ما اسرفت في طول الغياب,سمح الجناب
من شاعـر ٍ جاته جـماهـيره وجـا إرضا لها,سـمح الـجـنــاب,112,من شاعر جاته جماهيره وجا ارضا لها,سمح الجناب
تـقـبـّلوها قـبـل مـا أعـلـن بـدايـة الانــســحــاب,سـمح الـجـنــاب,112,تقبلوها قبل ما اعلن بداية الانسحاب,سمح الجناب
طـوّلتها بس اعذروا ( حمدان ) يوم ٍ طالها,سـمح الـجـنــاب,112,طولتها بس اعذروا حمدان يوم طالها,سمح الجناب
تجارب الشيـبان لا اخـتلطت بثـورات الشـباب,سـمح الـجـنــاب,112,تجارب الشيبان لا اختلطت بثورات الشباب,سمح الجناب
تصنع قصيده مبدعه وتسلب عقل من قالها,سـمح الـجـنــاب,112,تصنع قصيده مبدعه وتسلب عقل من قالها,سمح الجناب
الأمر هايـل لكن ماني بْمتهـوّل,سؤال,113,الامر هايل لكن ماني بمتهول,سؤال
ولاني بْـمتصاعب وْلاني بْـمتساهل,سؤال,113,ولاني بمتصاعب ولاني بمتساهل,سؤال
أنـا أعـوّل عـلى الإدراك وآعـَــوّل,سؤال,113,انا اعول على الادراك واعول,سؤال
على هجـوسٍ من بْـحور الشعر ناهل,سؤال,113,على هجوس من بحور الشعر ناهل,سؤال
ياللي تسوّل، ترى ماني بـْمتسوّل,سؤال,113,ياللي تسول ترى ماني بمتسول,سؤال
لو للشعر مرتبه .. قـصيدي العاهل,سؤال,113,لو للشعر مرتبه قصيدي العاهل,سؤال
يا مطوّل البال .. لكن الصبر طوّل,سؤال,113,يا مطول البال لكن الصبر طول,سؤال
يا هل ترى وش نهايات الصبر يا هل,سؤال,113,يا هل ترى وش نهايات الصبر يا هل,سؤال
عندي سؤالٍ على لساني يبا يحوّل,سؤال,113,عندي سؤال على لساني يبا يحول,سؤال
ساعات أردّه، وساعات أقول يستاهل,سؤال,113,ساعات ارده وساعات اقول يستاهل,سؤال
شهرين له في ضلوع الصدر يتجوّل,سؤال,113,شهرين له في ضلوع الصدر يتجول,سؤال
أذهل ويصحى وْيـصحّيني وانا ذاهِل,سؤال,113,اذهل ويصحى ويصحيني وانا ذاهل,سؤال
وشلون الآخر ولو جاهـل يصير اوّل,سؤال,113,وشلون الاخر ولو جاهل يصير اول,سؤال
والأوّل شلـون يرضـا يتـبع الجـاهِـل,سؤال,113,والاول شلون يرضا يتبع الجاهل,سؤال
لو يبدي الراي شخصٍ ماهو مْخوّل,سؤال,113,لو يبدي الراي شخص ماهو مخول,سؤال
آراءه الـمستـطيشه تـثقـل الكـاهل,سؤال,113,اراءه المستطيشه تثقل الكاهل,سؤال
الناس متغيّره، والوقت متحـوّل,سؤال,113,الناس متغيره والوقت متحول,سؤال
وسنيننا تنتهي .. وهـلالنا ما هَـل,سؤال,113,وسنيننا تنتهي وهلالنا ما هل,سؤال
من يجيب (الهَاْتْرِكْ) بْـ (سَيح السَّلَمْ),سيـّــــدي,114,من يجيب الهاترك ب سيح السلم,سيدي
ومن لعزمه تنحني روس الرجال,سيـّــــدي,114,ومن لعزمه تنحني روس الرجال,سيدي
غـير ذاك اللي رقــى روس الـقـمـم,سيـّــــدي,114,غير ذاك اللي رقى روس القمم,سيدي
نـال مطـلـوبـه .. ولو حتـّى محال,سيـّــــدي,114,نال مطلوبه ولو حتى محال,سيدي
به قـلـيـلـه يا مــلا كـلـمـة ( نِـعِـمْ ),سيـّــــدي,114,به قليله يا ملا كلمة نعم,سيدي
دام فعـله صار من ضَرْب الخيال,سيـّــــدي,114,دام فعله صار من ضرب الخيال,سيدي
الشـّهـم ولـد الـشـهـم ولـد الشـهـــم,سيـّــــدي,114,الشهم ولد الشهم ولد الشهم,سيدي
زاكـي الجَــدّيـن مـن عَــمٍّ وخــال,سيـّــــدي,114,زاكي الجدين من عم وخال,سيدي
سـيـّـدي سِـيْـد الـشـجاعه والكـَـرَمْ,سيـّــــدي,114,سيدي سيد الشجاعه والكرم,سيدي
والـشـهـامـه ما بهـا قـِـيـْـلٍ وقــال,سيـّــــدي,114,والشهامه ما بها قيل وقال,سيدي
نــادرٍ ما لـه شـبـيــهٍ فـي الأمــــم,سيـّــــدي,114,نادر ما له شبيه في الامم,سيدي
والـنــداره ما تـجـي إلاَّ بـْـقــــلال,سيـّــــدي,114,والنداره ما تجي الا بقلال,سيدي
العـدو من هـيـبـتـه يوقـف صَـنـَمْ,سيـّــــدي,114,العدو من هيبته يوقف صنم,سيدي
وما تـمـاري قـوّتـه صُــمّ الجـبـال,سيـّــــدي,114,وما تماري قوته صم الجبال,سيدي
والله انـّه للـنـصـر أصْـعـَبْ رقـم,سيـّــــدي,114,والله انه للنصر اصعب رقم,سيدي
والـشـهـاده عـنـد هـذيـك الـتـــلال,سيـّــــدي,114,والشهاده عند هذيك التلال,سيدي
الـمهــم الـفـوز والـشـيّ الأهـَـــمّ,سيـّــــدي,114,المهم الفوز والشي الاهم,سيدي
إنـّه بـفـوزه غـدا مـضـرب مـثـال,سيـّــــدي,114,انه بفوزه غدا مضرب مثال,سيدي
طالـبـنـّـك سـيـّـدي وتـقـول .. تَمّ,سيـّــــدي,114,طالبنك سيدي وتقول تم,سيدي
كـافيٍ .. وافـْـتَح لغـيـرك هَالمجال,سيـّــــدي,114,كافي وافتح لغيرك هالمجال,سيدي
يا مرحبا يا مغـلـّط في تـليفـوني,شاعـــر إرتـجــــالي,115,يا مرحبا يا مغلط في تليفوني,شاعر ارتجالي
مسموح مسموح والغلطات عفويّه,شاعـــر إرتـجــــالي,115,مسموح مسموح والغلطات عفويه,شاعر ارتجالي
صفرين تسعه وسته سـته تموني,شاعـــر إرتـجــــالي,115,صفرين تسعه وسته سته تموني,شاعر ارتجالي
الرقـم هـذا فـتح خـط السـعـوديّـه,شاعـــر إرتـجــــالي,115,الرقم هذا فتح خط السعوديه,شاعر ارتجالي
ثم قـلت لبّـيك آمر هـذي عـيوني,شاعـــر إرتـجــــالي,115,ثم قلت لبيك امر هذي عيوني,شاعر ارتجالي
فتحت ذا القـلب والنيّـه على النيّه,شاعـــر إرتـجــــالي,115,فتحت ذا القلب والنيه على النيه,شاعر ارتجالي
خلّيت لك في الحنايا بصمه وْلوني,شاعـــر إرتـجــــالي,115,خليت لك في الحنايا بصمه ولوني,شاعر ارتجالي
تفرق على لون دمّي في مجاريّه,شاعـــر إرتـجــــالي,115,تفرق على لون دمي في مجاريه,شاعر ارتجالي
وخلّيت لك يا حبيبي بيت فرعوني,شاعـــر إرتـجــــالي,115,وخليت لك يا حبيبي بيت فرعوني,شاعر ارتجالي
يخربط الناس في الروحات والجيّه,شاعـــر إرتـجــــالي,115,يخربط الناس في الروحات والجيه,شاعر ارتجالي
وخلّيت لك في عيوني ركب وضعوني,شاعـــر إرتـجــــالي,115,وخليت لك في عيوني ركب وضعوني,شاعر ارتجالي
تزعل وتنزل تحت جفـني وفوقيّه,شاعـــر إرتـجــــالي,115,تزعل وتنزل تحت جفني وفوقيه,شاعر ارتجالي
يا صاحبي وان نشدني طيفك شلوني,شاعـــر إرتـجــــالي,115,يا صاحبي وان نشدني طيفك شلوني,شاعر ارتجالي
أقـول طيّـب وطـيفـك فـيه ماريّه,شاعـــر إرتـجــــالي,115,اقول طيب وطيفك فيه ماريه,شاعر ارتجالي
ماريّـةٍ يوم تـقـبل تجـذب لحـوني,شاعـــر إرتـجــــالي,115,مارية يوم تقبل تجذب لحوني,شاعر ارتجالي
وآجـر له من لحون الشوق قافـيّه,شاعـــر إرتـجــــالي,115,واجر له من لحون الشوق قافيه,شاعر ارتجالي
بيّحت يا قاصد الغلطات مكنوني,شاعـــر إرتـجــــالي,115,بيحت يا قاصد الغلطات مكنوني,شاعر ارتجالي
وانا رومانسي أحب اهل الرومانسيّه,شاعـــر إرتـجــــالي,115,وانا رومانسي احب اهل الرومانسيه,شاعر ارتجالي
من دونك آعيش وانت تعيش من دوني,شاعـــر إرتـجــــالي,115,من دونك اعيش وانت تعيش من دوني,شاعر ارتجالي
يالين أوحيت صوتك لعنبو حيّه,شاعـــر إرتـجــــالي,115,يالين اوحيت صوتك لعنبو حيه,شاعر ارتجالي
ضجّـت زوايا خفوقي وانـشد ركوني,شاعـــر إرتـجــــالي,115,ضجت زوايا خفوقي وانشد ركوني,شاعر ارتجالي
وانا ولد شيخ لي هيبه وشخصيّه,شاعـــر إرتـجــــالي,115,وانا ولد شيخ لي هيبه وشخصيه,شاعر ارتجالي
الأرض أرضي وكون المرجله كوني,شاعـــر إرتـجــــالي,115,الارض ارضي وكون المرجله كوني,شاعر ارتجالي
لكـنـّـه الحـب والعاشـق وطاريّه,شاعـــر إرتـجــــالي,115,لكنه الحب والعاشق وطاريه,شاعر ارتجالي
تـكـفـون يا نـاس بالله لا تـلـومـونـي,شاعـــر إرتـجــــالي,115,تكفون يا ناس بالله لا تلوموني,شاعر ارتجالي
الصـدفه اللي بلا مـيـعاد جـبريّه,شاعـــر إرتـجــــالي,115,الصدفه اللي بلا ميعاد جبريه,شاعر ارتجالي
سمـّـوني العاشـق المغـرم وسمّوني,شاعـــر إرتـجــــالي,115,سموني العاشق المغرم وسموني,شاعر ارتجالي
الشاعـر اللي قـصايـده ارتجالـيّه,شاعـــر إرتـجــــالي,115,الشاعر اللي قصايده ارتجاليه,شاعر ارتجالي
قـنابلٍ من فكـر راسـي ومضـموني,شاعـــر إرتـجــــالي,115,قنابل من فكر راسي ومضموني,شاعر ارتجالي
لكن قـنـابـل غـلا ما هـيب ذريّـه,شاعـــر إرتـجــــالي,115,لكن قنابل غلا ما هيب ذريه,شاعر ارتجالي
وآغنـّي البيت متراكـب ومـوزوني,شاعـــر إرتـجــــالي,115,واغني البيت متراكب وموزوني,شاعر ارتجالي
مبـدع ومجـنون وافـكاري خياليّه,شاعـــر إرتـجــــالي,115,مبدع ومجنون وافكاري خياليه,شاعر ارتجالي
يا نجـد ودّي أغنـّي بك على هـوني,شاعـــر إرتـجــــالي,115,يا نجد ودي اغني بك على هوني,شاعر ارتجالي
حوريّة الأرض فوق الأرض نجديّه,شاعـــر إرتـجــــالي,115,حورية الارض فوق الارض نجديه,شاعر ارتجالي
خلّ يوصل الخفوقك حب أو انـّك تجيه,شـاعـر مشـاعـر,116,خل يوصل الخفوقك حب او انك تجيه,شاعر مشاعر
كل ما اشوفك فلانه واتـردّد كيف اجيك,شـاعـر مشـاعـر,116,كل ما اشوفك فلانه واتردد كيف اجيك,شاعر مشاعر
ردّدت نظرات عيني إعشقه أوموت فيه,شـاعـر مشـاعـر,116,رددت نظرات عيني اعشقه اوموت فيه,شاعر مشاعر
وكل ما اطالع عيونك وارمي النظره إليك,شـاعـر مشـاعـر,116,وكل ما اطالع عيونك وارمي النظره اليك,شاعر مشاعر
سمّني النظره وقالت آه إسم الله عليه,شـاعـر مشـاعـر,116,سمني النظره وقالت اه اسم الله عليه,شاعر مشاعر
من عنيه القلب يرسل نبضه لنظرة عنيك,شـاعـر مشـاعـر,116,من عنيه القلب يرسل نبضه لنظرة عنيك,شاعر مشاعر
