Text content,Title,poem_id,Text_cleaned,Title_cleaned
ما تـتـصــل إلاّ مَـعَ وقـت الفـطـــور,إذا قالت ألو,28,ما تتصل الا مع وقت الفطور,اذا قالت الو
لـكـن صـدّقــــــنـي إلى قـالــت ألــــو,إذا قالت ألو,28,لكن صدقني الى قالت الو,اذا قالت الو
ما عـاد افـكّــر بالأكـل لين السَـحــور,إذا قالت ألو,28,ما عاد افكر بالاكل لين السحور,اذا قالت الو
مـن الـكـبــر كـنـها تـكـلّــــم مـن عـلـو,إذا قالت ألو,28,من الكبر كنها تكلم من علو,اذا قالت الو
ومن الـغـنـج كـنها خليـط مْن الزهـور,إذا قالت ألو,28,ومن الغنج كنها خليط من الزهور,اذا قالت الو
أطـيـش مـثـل الـما مـن بطـن الـدلــو,إذا قالت ألو,28,اطيش مثل الما من بطن الدلو,اذا قالت الو
وتهـيد مثل الحزن في وسط الصدور,إذا قالت ألو,28,وتهيد مثل الحزن في وسط الصدور,اذا قالت الو
لو قـالـت آنـا فـاتـنـه .. قـلـنا ولـو,إذا قالت ألو,28,لو قالت انا فاتنه قلنا ولو,اذا قالت الو
ما قلتي إحنا نقـولها يا اخت البـدور,إذا قالت ألو,28,ما قلتي احنا نقولها يا اخت البدور,اذا قالت الو
وانـا عـلـيـها ذاب حـالي .. واسـألـوا,إذا قالت ألو,28,وانا عليها ذاب حالي واسالوا,اذا قالت الو
إحساسي اللي يدفعـه صـدق الشـعور,إذا قالت ألو,28,احساسي اللي يدفعه صدق الشعور,اذا قالت الو
أحبّــــها .. حـتى درجــــــات الـغـلـو,إذا قالت ألو,28,احبها حتى درجات الغلو,اذا قالت الو
واكـتـب تنـاهـيـدي لها بيـن السـطور,إذا قالت ألو,28,واكتب تناهيدي لها بين السطور,اذا قالت الو
فـي كل دور فْـ قـلـبـها بادفـع خـلـو,إذا قالت ألو,28,في كل دور ف قلبها بادفع خلو,اذا قالت الو
واطـلّـع الـمسـتـأجــــرين فْـ كل دور,إذا قالت ألو,28,واطلع المستاجرين ف كل دور,اذا قالت الو
أهـل الـقـلـوب اللي مـن اللـهـفـه سـلـو,إذا قالت ألو,28,اهل القلوب اللي من اللهفه سلو,اذا قالت الو
وش فرقهم قلّي عن اصحـاب القـبور,إذا قالت ألو,28,وش فرقهم قلي عن اصحاب القبور,اذا قالت الو
إلى رخـص مـقــــدارهـم والاّ غـلـو,إذا قالت ألو,28,الى رخص مقدارهم والا غلو,اذا قالت الو
غـيـابـهــم عـندي يـشـابه ألـحـضـور,إذا قالت ألو,28,غيابهم عندي يشابه الحضور,اذا قالت الو
والاّ انت يالـمـزيون أبو صـوتٍ حلـو,إذا قالت ألو,28,والا انت يالمزيون ابو صوت حلو,اذا قالت الو
لا تـتصــل إلاّ بعـد وقـت الـفـطـــور,إذا قالت ألو,28,لا تتصل الا بعد وقت الفطور,اذا قالت الو
كل من ألاقي نور في وسط الاحلام,واحد x إثنين,29,كل من الاقي نور في وسط الاحلام,واحد اثنين
جتني ورود الشوق تبكي على النوم,واحد x إثنين,29,جتني ورود الشوق تبكي على النوم,واحد اثنين
ما نمت من عقب اللـقا عـشرة ايّام,واحد x إثنين,29,ما نمت من عقب اللقا عشرة ايام,واحد اثنين
كل من أغض العين أذكره وآقوم,واحد x إثنين,29,كل من اغض العين اذكره واقوم,واحد اثنين
الله بـلاني في المحـبّـه عـلى تـوام,واحد x إثنين,29,الله بلاني في المحبه على توام,واحد اثنين
ما اقدر على وحده وانا أعشق التوم,واحد x إثنين,29,ما اقدر على وحده وانا اعشق التوم,واحد اثنين
ما كـنت إلا هـالك الحــب م العـام,واحد x إثنين,29,ما كنت الا هالك الحب م العام,واحد اثنين
ولا صـرت إلا هـالك الحب للـيوم,واحد x إثنين,29,ولا صرت الا هالك الحب لليوم,واحد اثنين
جنـّي ثـنائيات من وصف الاريـام,واحد x إثنين,29,جني ثنائيات من وصف الاريام,واحد اثنين
واللي بـلانـي ما بلا حـد يا قــوم,واحد x إثنين,29,واللي بلاني ما بلا حد يا قوم,واحد اثنين
بالضبط نفس الشيّ من قاع الاقدام,واحد x إثنين,29,بالضبط نفس الشي من قاع الاقدام,واحد اثنين
للراس حتى سايح الشعر مهضوم,واحد x إثنين,29,للراس حتى سايح الشعر مهضوم,واحد اثنين
نفس الشبه نفس الحكي نفس الانسام,واحد x إثنين,29,نفس الشبه نفس الحكي نفس الانسام,واحد اثنين
نفس القمـر لكن من النص مقسوم,واحد x إثنين,29,نفس القمر لكن من النص مقسوم,واحد اثنين
إن جـيت باحـب الذي جـات قـدّام,واحد x إثنين,29,ان جيت باحب الذي جات قدام,واحد اثنين
خذني على اللي عقبها ما خذ اللوم,واحد x إثنين,29,خذني على اللي عقبها ما خذ اللوم,واحد اثنين
ما دام مافي فـرق والحـظ لي قـام,واحد x إثنين,29,ما دام مافي فرق والحظ لي قام,واحد اثنين
با احلى بنات وكان بالحـظ مقسوم,واحد x إثنين,29,با احلى بنات وكان بالحظ مقسوم,واحد اثنين
صعبٍ علي اعطي ودادي لإلهام,واحد x إثنين,29,صعب علي اعطي ودادي لالهام,واحد اثنين
والهـام مابها شـيّ زايـد على نجوم,واحد x إثنين,29,والهام مابها شي زايد على نجوم,واحد اثنين
فيهن حلاوة نجد مع ضحكة الشام,واحد x إثنين,29,فيهن حلاوة نجد مع ضحكة الشام,واحد اثنين
وفيهن شمـوخ الباديه وهـيبة الروم,واحد x إثنين,29,وفيهن شموخ الباديه وهيبة الروم,واحد اثنين
جنّي وقالن لي نحن يابن الاكـرام,واحد x إثنين,29,جني وقالن لي نحن يابن الاكرام,واحد اثنين
منـّا من اللي بالوفـا نرخـص السوم,واحد x إثنين,29,منا من اللي بالوفا نرخص السوم,واحد اثنين
ما كل يوم يصير وحده على الزام,واحد x إثنين,29,ما كل يوم يصير وحده على الزام,واحد اثنين
وانا فهـمت وقصدهـن صار مفهوم,واحد x إثنين,29,وانا فهمت وقصدهن صار مفهوم,واحد اثنين
الحل عندي .. خوي شاعر ومقدام,واحد x إثنين,29,الحل عندي خوي شاعر ومقدام,واحد اثنين
واللي أنا ف بالي ترى فيه مرسوم,واحد x إثنين,29,واللي انا ف بالي ترى فيه مرسوم,واحد اثنين
( فزّاع ) انا هذا وهذاك ( عـزّام ),واحد x إثنين,29,فزاع انا هذا وهذاك عزام,واحد اثنين
ولا عاد يـفـرق كـلـّـنا آل مـكـتـوم,واحد x إثنين,29,ولا عاد يفرق كلنا ال مكتوم,واحد اثنين
من يوم حصّـل صـورتي فالجـريده,إبليـس ملعـون,30,من يوم حصل صورتي فالجريده,ابليس ملعون
وهو يـداعـبـني بـسـلك ( التـليفـون),إبليـس ملعـون,30,وهو يداعبني بسلك التليفون,ابليس ملعون
صـوره بلـيّا صـوت هــزّت وريـده,إبليـس ملعـون,30,صوره بليا صوت هزت وريده,ابليس ملعون
يالله عسى ما يشوفني في التلفزيون,إبليـس ملعـون,30,يالله عسى ما يشوفني في التلفزيون,ابليس ملعون
كل يوم مرسـل لي رسـاله جـديـده,إبليـس ملعـون,30,كل يوم مرسل لي رساله جديده,ابليس ملعون
عـنـوانها قــلـبٍ من الحـب مـحـزون,إبليـس ملعـون,30,عنوانها قلب من الحب محزون,ابليس ملعون
المشكله ما اعرف وش اللي يريده,إبليـس ملعـون,30,المشكله ما اعرف وش اللي يريده,ابليس ملعون
و في كـل لـيـلـه لـه نـظــامٍ وقـانـون,إبليـس ملعـون,30,و في كل ليله له نظام وقانون,ابليس ملعون
يا اهل العـقول الواعـيات الرشـيده,إبليـس ملعـون,30,يا اهل العقول الواعيات الرشيده,ابليس ملعون
لو انـّـكم ( حـمدان ) وش باتسوّون,إبليـس ملعـون,30,لو انكم حمدان وش باتسوون,ابليس ملعون
لا قـلت له سـولـف بجـمـله مـفـيده,إبليـس ملعـون,30,لا قلت له سولف بجمله مفيده,ابليس ملعون
سولف ولكن دون معـنى ومضمون,إبليـس ملعـون,30,سولف ولكن دون معنى ومضمون,ابليس ملعون
وقاطـعـتـه بلهـجـه شـديده شـديده,إبليـس ملعـون,30,وقاطعته بلهجه شديده شديده,ابليس ملعون
عفواً أنا ما افهم وش تقول وش لون,إبليـس ملعـون,30,عفوا انا ما افهم وش تقول وش لون,ابليس ملعون
حـقـيقه .. هو روعـه وفـعلاً أكيده,إبليـس ملعـون,30,حقيقه هو روعه وفعلا اكيده,ابليس ملعون
إنـّه حبـيب ويـسلب الـروح ويـمون,إبليـس ملعـون,30,انه حبيب ويسلب الروح ويمون,ابليس ملعون
ياللي عـيونـك عـامـلت بي مكـيده,إبليـس ملعـون,30,ياللي عيونك عاملت بي مكيده,ابليس ملعون
