Row_number,poem_id,Title,Text content,Title_cleaned,Text_cleaned
695,47,أنـا و عيني,أهـواك من يـومٍ تحـيده إلى الـيوم	والـيـوم حـبّـك يالغـلا محـتـويـني,انا و عيني,اهواك من يوم تحيده الى اليوم	واليوم حبك يالغلا محتويني
696,47,أنـا و عيني,يا ملهـم الشـعّـار يا ورد مـشـمـوم	يا حـب في وسـط الخـفايا دفـيـني,انا و عيني,يا ملهم الشعار يا ورد مشموم	يا حب في وسط الخفايا دفيني
697,47,أنـا و عيني,وجهٍ بشوش وعين نجلا ومهضوم	خصـره، ونهـدينه كما ثمر تـيني,انا و عيني,وجه بشوش وعين نجلا ومهضوم	خصره ونهدينه كما ثمر تيني
698,47,أنـا و عيني,هـل كيـف ما احـبّه أنا كيف ياقـوم	ما دام حـســنه صار بيـنه وبيـني,انا و عيني,هل كيف ما احبه انا كيف ياقوم	ما دام حسنه صار بينه وبيني
699,47,أنـا و عيني,حسـنه غـريب ونادر وشيّ محسوم	من ناظر بحسـنه يجيه الـ.. يجـيني,انا و عيني,حسنه غريب ونادر وشي محسوم	من ناظر بحسنه يجيه ال يجيني
700,48,إنتـبــاه,يا بحر انا سـبّاح وآغـوص وآعـوم	واطـلـق شـنب أقـدر أشـد انتـباهه,انتباه,يا بحر انا سباح واغوص واعوم	واطلق شنب اقدر اشد انتباهه
701,48,إنتـبــاه,وجـاهـتي إنـّي ورث إبـن مـكـتـــوم	واملك من وصوف النـباهه نباهه,انتباه,وجاهتي اني ورث ابن مكتوم	واملك من وصوف النباهه نباهه
702,48,إنتـبــاه,والاّ الشِعـر تصوير عن واقع اليوم	لا تـعـتـقــد إنـّـي كـتـبـتـه وجـاهه,انتباه,والا الشعر تصوير عن واقع اليوم	لا تعتقد اني كتبته وجاهه
703,48,إنتـبــاه,ويا نايمين اصحوا ترى كثرة النوم	بـابٍ من ابـواب الكـسل والبلاهه,انتباه,ويا نايمين اصحوا ترى كثرة النوم	باب من ابواب الكسل والبلاهه
704,48,إنتـبــاه,كم واحدٍ في الأرض ضايق ومحروم	وعينه على جيب الغني وبشراهه,انتباه,كم واحد في الارض ضايق ومحروم	وعينه على جيب الغني وبشراهه
705,48,إنتـبــاه,والناس ترحـل بس وجـه الله يْـدوم	والشح في قـلوب المهابيـل عاهه,انتباه,والناس ترحل بس وجه الله يدوم	والشح في قلوب المهابيل عاهه
706,48,إنتـبــاه,والطيّـب بْطـيبه مع الناس مـلـزوم	وبخـيل من يبخـل عـليهـم بجاهه,انتباه,والطيب بطيبه مع الناس ملزوم	وبخيل من يبخل عليهم بجاهه
707,48,إنتـبــاه,آطـيـح لعـيـون الرجـاجـيـل وآقـوم	وآقـول من باهـاك يا قـلـب بـاهه,انتباه,اطيح لعيون الرجاجيل واقوم	واقول من باهاك يا قلب باهه
708,48,إنتـبــاه,يمكن أحصّـل لي من الناس زيزوم	يـشـد انتـباهي قـبل اشـد انتـباهه,انتباه,يمكن احصل لي من الناس زيزوم	يشد انتباهي قبل اشد انتباهه
709,49,أنصـاف الحــلول,لا.. لا تـعــاتـبــني إذا فـرعــها مـال	فـرع العـتـب بين المحـبّـيـن منـشول,انصاف الحلول,لا لا تعاتبني اذا فرعها مال	فرع العتب بين المحبين منشول
710,49,أنصـاف الحــلول,أبطت وهي تبرق وانا اخص واختال	مزن العـذر واشرب خطاها ولا اقول,انصاف الحلول,ابطت وهي تبرق وانا اخص واختال	مزن العذر واشرب خطاها ولا اقول
711,49,أنصـاف الحــلول,وتـكـيلـني وتكـيل غـيـري بمـكــيـال	تخـلـط حنيـن الـذود وصهـيل الخيول,انصاف الحلول,وتكيلني وتكيل غيري بمكيال	تخلط حنين الذود وصهيل الخيول
712,49,أنصـاف الحــلول,لا عـنـدنا حـيـلـه ولا ودّي احـتـــال	قـولي كـما فـعـلي وانا آقـول وآطـول,انصاف الحلول,لا عندنا حيله ولا ودي احتال	قولي كما فعلي وانا اقول واطول
713,49,أنصـاف الحــلول,وآطولها لو هي من الصعـب تنطال	عزمي على طرق الصعـيبات مفتول,انصاف الحلول,واطولها لو هي من الصعب تنطال	عزمي على طرق الصعيبات مفتول
714,49,أنصـاف الحــلول,يـامـا تـردّى فــارس بـزمـّـة جـبـال	من عقب ما جال وضرب عرضها طول,انصاف الحلول,ياما تردى فارس بزمة جبال	من عقب ما جال وضرب عرضها طول
715,49,أنصـاف الحــلول,من عقب ما جال وظما صدّق اللال	واللال يـكـذب والـملا تـمـلك عـقـول,انصاف الحلول,من عقب ما جال وظما صدق اللال	واللال يكذب والملا تملك عقول
716,49,أنصـاف الحــلول,غـلاك لـي لا تـتـركـه بـيـد عـــذّال	بعـض الغلا ما يقـبل انـصاف الحلول,انصاف الحلول,غلاك لي لا تتركه بيد عذال	بعض الغلا ما يقبل انصاف الحلول
717,50,أوراقـــي,لو طوّل الصدّ وغـصون الوله يبست	مرّي وشوفي وش المكتوب باوراقي,اوراقي,لو طول الصد وغصون الوله يبست	مري وشوفي وش المكتوب باوراقي
718,50,أوراقـــي,عـبراتي اللّي بوقـت فـْراقي انحـبست	وانتي تـقـفـّين .. مايعـني لك فـْراقـي,اوراقي,عبراتي اللي بوقت فراقي انحبست	وانتي تقفين مايعني لك فراقي
719,50,أوراقـــي,السـاعه اللّي على حَطّـتك من لبـسـت	هي آخـر اللي بقـت للعـاشـق الشاقي,اوراقي,الساعه اللي على حطتك من لبست	هي اخر اللي بقت للعاشق الشاقي
720,50,أوراقـــي,نار الغـلا رمّـدَت وان جيتي انقـبـست	كأنـّـك فـْ جـيّـتـك تـسـعــين لاحـراقي,اوراقي,نار الغلا رمدت وان جيتي انقبست	كانك ف جيتك تسعين لاحراقي
721,50,أوراقـــي,والنجمه اللي تحت ظل السما اندبست	قالت لا طال السهر قل لي وش تلاقي,اوراقي,والنجمه اللي تحت ظل السما اندبست	قالت لا طال السهر قل لي وش تلاقي
722,50,أوراقـــي,ماغـير امـور بـوسـط الخـافـق انكبست	تـراكـمـت يـوم زاد الصـد باعـمـاقـي,اوراقي,ماغير امور بوسط الخافق انكبست	تراكمت يوم زاد الصد باعماقي
723,50,أوراقـــي,يازيـن الايّـام مثـلي شـرهـت وْعـبست	ماباقـي الاّ الهـجـر .. ياخـيـبة الـباقي,اوراقي,يازين الايام مثلي شرهت وعبست	ماباقي الا الهجر ياخيبة الباقي
724,50,أوراقـــي,ما الوم أغـصـان قـلبي يومها يـبسـت	لانـّك رحـلـتـي ولا فـتـّـشـتي اوراقـي,اوراقي,ما الوم اغصان قلبي يومها يبست	لانك رحلتي ولا فتشتي اوراقي
725,51,أوربـــت,يا محـمد حـط لـي شـربـت	خلـّـني با نـقــّـعـه كـاســي,اوربت,يا محمد حط لي شربت	خلني با نقعه كاسي
726,51,أوربـــت,من ثـلاث أيـّام في أوربـت	طالـع المجـنون في راسي,اوربت,من ثلاث ايام في اوربت	طالع المجنون في راسي
727,51,أوربـــت,خـطـّةٍ حاسـبـتـها وخربـت	والسـياسـي يـبغـي سْياسي,اوربت,خطة حاسبتها وخربت	والسياسي يبغي سياسي
728,51,أوربـــت,جـبـتـها يا محـمـد بـتـربـت	قافـية شعـري وإحـسـاسي,اوربت,جبتها يا محمد بتربت	قافية شعري واحساسي
729,51,أوربـــت,إبتـعــــدت ولانـّها قــربـت	بابتـعـادك وانـت يا نـاسـي,اوربت,ابتعدت ولانها قربت	بابتعادك وانت يا ناسي
730,51,أوربـــت,جـيتها متـواضـع وهـربـت	طـولها واحـد على قـياسي,اوربت,جيتها متواضع وهربت	طولها واحد على قياسي
731,51,أوربـــت,زنـدهـا مـلـيـان مـتـزربـت	وعنقها عنق اشقر نحاسي,اوربت,زندها مليان متزربت	وعنقها عنق اشقر نحاسي
732,51,أوربـــت,دقـّـت الدقــّـات وانـطـربت	واسـتـوى وقـّـاف يـلاّسـي,اوربت,دقت الدقات وانطربت	واستوى وقاف يلاسي
733,51,أوربـــت,تمشي ومن خلفها انضربت	وعاشق المويات غـطاسي,اوربت,تمشي ومن خلفها انضربت	وعاشق المويات غطاسي
734,51,أوربـــت,ومن تطول السالـفه خربت	وانهـدم ساسي على راسي,اوربت,ومن تطول السالفه خربت	وانهدم ساسي على راسي
