Row_number,poem_id,Title,Text content,Title_cleaned,Text_cleaned
3830,279,هدهدها,تعبيـر عـن ما تكـنّــه لهـفــة الخـاطــر	الله واكبر منك يا فتنة دبي,هدهدها,تعبير عن ما تكنه لهفة الخاطر	الله واكبر منك يا فتنة دبي
3831,280,الظبي,حالتك يالمـزيون ماهي بحاله	ناسٍ تقول ان الغزاله هي اللي,الظبي,حالتك يالمزيون ماهي بحاله	ناس تقول ان الغزاله هي اللي
3832,280,الظبي,لها عليك من الوصـايف دلالـه	وناسٍ تقول ان الظبي اقرب شوي,الظبي,لها عليك من الوصايف دلاله	وناس تقول ان الظبي اقرب شوي
3833,280,الظبي,في وقفته في لفتته في انفعاله	وانـا رغـم آرائـهـم ودّي انّـي,الظبي,في وقفته في لفتته في انفعاله	وانا رغم ارائهم ودي اني
3834,280,الظبي,احاول اشـرح كل رأي لحـاله	لا صار بين امك وبين الظبي شي,الظبي,احاول اشرح كل راي لحاله	لا صار بين امك وبين الظبي شي
3835,280,الظبي,وربّي وهبك من الوصايف جماله	والا ابوك في لحظه الطيش والغي,الظبي,وربي وهبك من الوصايف جماله	والا ابوك في لحظه الطيش والغي
3836,280,الظبي,سـوّا عـلاقـة عـابـرة مع غـزالـه	عموماً ان كان السبب ذيك أو ذي,الظبي,سوا علاقة عابرة مع غزاله	عموما ان كان السبب ذيك او ذي
3837,280,الظبي,ياكبر حـظ اللـي جذبك لوصـاله	يا اهل الشعر الشعر لا ضقت ما دوّرت غيره,الظبي,ياكبر حظ اللي جذبك لوصاله	يا اهل الشعر الشعر لا ضقت ما دورت غيره
3838,281,الشميمي و الخـوي,باسمه آحقّـق أمانيّـه واعبّر عن أمالي	تستثير العاطفه فكري وفكري يستثيره,الشميمي و الخوي,باسمه احقق امانيه واعبر عن امالي	تستثير العاطفه فكري وفكري يستثيره
3839,281,الشميمي و الخـوي,يا كثر مالي ولكن الشعر هو راس مالي	وانا شاعر يجذبه ريح المطر في كل ديره,الشميمي و الخوي,يا كثر مالي ولكن الشعر هو راس مالي	وانا شاعر يجذبه ريح المطر في كل ديره
3840,281,الشميمي و الخـوي,يتبسّم للمطر لو خاطره ما هو بْـسالي	ورغم فضل الله علي اللي ماهو يحصى بخيره,الشميمي و الخوي,يتبسم للمطر لو خاطره ما هو بسالي	ورغم فضل الله علي اللي ماهو يحصى بخيره
3841,281,الشميمي و الخـوي,واجتهادي للطموحات الكبيره واحتمالي	إنما أبقى بشر تشغلني امورٍ كثيره,الشميمي و الخوي,واجتهادي للطموحات الكبيره واحتمالي	انما ابقى بشر تشغلني امور كثيره
3842,281,الشميمي و الخـوي,مشغله عقلي واحاسيسي وخفّاقي وبالي	يا اهل المقناص عزّوني ترى نَفسـي أسيره,الشميمي و الخوي,مشغله عقلي واحاسيسي وخفاقي وبالي	يا اهل المقناص عزوني ترى نفسي اسيره
3843,281,الشميمي و الخـوي,للحزن والناس تحزن فـ اوّل الدنيا وتالي	فاقـدٍ طيرين من نـدّر صواريم الجزيره,الشميمي و الخوي,للحزن والناس تحزن ف اول الدنيا وتالي	فاقد طيرين من ندر صواريم الجزيره
3844,281,الشميمي و الخـوي,والحقيقه كنّي الا فاقـدٍ خيرة عيالي	الشميمي مات واوّل دمعتي عزّت الاخيره,الشميمي و الخوي,والحقيقه كني الا فاقد خيرة عيالي	الشميمي مات واول دمعتي عزت الاخيره
3845,281,الشميمي و الخـوي,واعتقدت ان الحزن وقّف ولكن ما طرالي	لين ودّعت الخوي في قصّـة الحزن المثيره,الشميمي و الخوي,واعتقدت ان الحزن وقف ولكن ما طرالي	لين ودعت الخوي في قصة الحزن المثيره
3846,281,الشميمي و الخـوي,قصّـةٍ من واقـعٍ ثابت وكنها من خيالي	كثر ما بين الشميمي والخوي رفقه وجيره,الشميمي و الخوي,قصة من واقع ثابت وكنها من خيالي	كثر ما بين الشميمي والخوي رفقه وجيره
3847,281,الشميمي و الخـوي,كن بين اثنينهم عهدٍ من ايّـامٍ خوالي	كل واحد يخبر الثاني بنبرته الكسيره,الشميمي و الخوي,كن بين اثنينهم عهد من ايام خوالي	كل واحد يخبر الثاني بنبرته الكسيره
3848,281,الشميمي و الخـوي,كان جاك الموت لا ترحل وتتركني لحالي	ما دريت ان الزمن مثل الرحاه المستديره,الشميمي و الخوي,كان جاك الموت لا ترحل وتتركني لحالي	ما دريت ان الزمن مثل الرحاه المستديره
3849,281,الشميمي و الخـوي,لين قفّت بالشميمي والخوي سود الليالي	ومن يلوم الحزن في الصقّار لا من مات طيره,الشميمي و الخوي,لين قفت بالشميمي والخوي سود الليالي	ومن يلوم الحزن في الصقار لا من مات طيره
3850,281,الشميمي و الخـوي,يفقد الصقّار طير وكنه فاقد شخص غالي	مكتوم سمّى هند والإسم انتـشر,الشميمي و الخوي,يفقد الصقار طير وكنه فاقد شخص غالي	مكتوم سمى هند والاسم انتشر
3851,282,هند,اسـمٍ لهُ فـي ذروة المجـد انتمى	سمّـى على روح الغلا واغلى بشـر,هند,اسم له في ذروة المجد انتمى	سمى على روح الغلا واغلى بشر
3852,282,هند,اللي بحـر الاشـواق لرضـاها زمـى	إسـمٍ كثـر ما وجـه صاحبتـه بشِـر,هند,اللي بحر الاشواق لرضاها زمى	اسم كثر ما وجه صاحبته بشر
3853,282,هند,أحـس كنـها من مـلائكـــة السـما	أنا لو اكتب في الإسم نفسه عشر,هند,احس كنها من ملائكة السما	انا لو اكتب في الاسم نفسه عشر
3854,282,هند,قصـايـد، مقـصّـر في مدحـه إنّما	لصاحبة هالإسـم شـوق بلا خشـر,هند,قصايد مقصر في مدحه انما	لصاحبة هالاسم شوق بلا خشر
3855,282,هند,سـليـلة العــز وعقـيلة مـن حمـى	داره من اصحاب الدسايس والقشر,هند,سليلة العز وعقيلة من حمى	داره من اصحاب الدسايس والقشر
3856,282,هند,محـمد اللي للطـموحات اسـتمى	آنا لا شفت الورد في المزهريّه,هند,محمد اللي للطموحات استمى	انا لا شفت الورد في المزهريه
3857,283,مزهرية,بعيد عن بسـتانه يضيق بالي	أشعر بلحظة حزن لو هو هديّه,مزهرية,بعيد عن بستانه يضيق بالي	اشعر بلحظة حزن لو هو هديه
3858,283,مزهرية,كأنني حاضر عزا شخص غالي	لو كان نـور شـموعه الجانبيّـه,مزهرية,كانني حاضر عزا شخص غالي	لو كان نور شموعه الجانبيه
3859,283,مزهرية,ترسم ملامح ما مضى في خيالي	الذكـريات الحـلوه الأوّليّــه,مزهرية,ترسم ملامح ما مضى في خيالي	الذكريات الحلوه الاوليه
3860,283,مزهرية,قدّام ترهقنا صدوف الليالي	شقي يا ابن آدم ونفسك شقيّه,مزهرية,قدام ترهقنا صدوف الليالي	شقي يا ابن ادم ونفسك شقيه
3861,283,مزهرية,مهما بلغت من الكبر والتعالي	ترى الرضا طبع النفوس الرضيّه,مزهرية,مهما بلغت من الكبر والتعالي	ترى الرضا طبع النفوس الرضيه
3862,283,مزهرية,ومن الشقا ما فيه مخلوق سالي	ومعاند الايام يصبح ضحيّه,مزهرية,ومن الشقا ما فيه مخلوق سالي	ومعاند الايام يصبح ضحيه
3863,283,مزهرية,لو هو من اصحاب السمو والمعالي	كأنّــك تـســـاءل مــن ورا كــل الانجـــاز,مزهرية,لو هو من اصحاب السمو والمعالي	كانك تساءل من ورا كل الانجاز
3864,284,رمز,وعـن الـمنظـر الخـلاّب انا ويـن انا كنت	وكأنهـا تـقــول : الله يـا رمـــز الاعـجـــاز,رمز,وعن المنظر الخلاب انا وين انا كنت	وكانها تقول الله يا رمز الاعجاز
3865,284,رمز,أنا ما صنع مجدي على الأرض غير انت	الجمعه أفخم يوم في كل الأسبوع,رمز,انا ما صنع مجدي على الارض غير انت	الجمعه افخم يوم في كل الاسبوع
3866,285,الجمعة,يوم التواصل والسلام الحقيقي	يرتاح بالي فيه من كل موضوع,الجمعة,يوم التواصل والسلام الحقيقي	يرتاح بالي فيه من كل موضوع
3867,285,الجمعة,وتحس خطواتي بقيمة طريقي	أشعر بأن صوتي لاسولفت مسموع,الجمعة,وتحس خطواتي بقيمة طريقي	اشعر بان صوتي لاسولفت مسموع
3868,285,الجمعة,بعيد عن كثر الصخب ياصديقي	فيه الزعل من بين الأحباب ممنوع,الجمعة,بعيد عن كثر الصخب ياصديقي	فيه الزعل من بين الاحباب ممنوع
3869,285,الجمعة,والشوق منجى للمحب الغريقي​	يابو خالد حفظك الله وانت الشيخ,الجمعة,والشوق منجى للمحب الغريقي	يابو خالد حفظك الله وانت الشيخ
3870,286,ابو خالد,الذي ما يهـز الوقت مقداره	يوم ميلادك يسولف به التاريخ,ابو خالد,الذي ما يهز الوقت مقداره	يوم ميلادك يسولف به التاريخ
3871,286,ابو خالد,عندما سولف التاريخ باخباره	كل ما قال كوكب الأرض للمرّيخ,ابو خالد,عندما سولف التاريخ باخباره	كل ما قال كوكب الارض للمريخ
3872,286,ابو خالد,فوق متني بنى الامجاد باصراره	قال له كوكب المرّيخ مجد الشيخ,ابو خالد,فوق متني بنى الامجاد باصراره	قال له كوكب المريخ مجد الشيخ
3873,286,ابو خالد,كمّـله يـوم فوقي حط مســباره	​كم أشعر بمتعه إلى صرت بلحـالي,ابو خالد,كمله يوم فوقي حط مسباره	كم اشعر بمتعه الى صرت بلحالي
3874,287,الميّت الحي,على شـفاتي دعاءْ والأرض سجّـاده	والشعر في الميّت اللي حي يحلالي,الميت الحي,على شفاتي دعاء والارض سجاده	والشعر في الميت اللي حي يحلالي
3875,287,الميّت الحي,كما حلا شعر عاشق في هوى غـاده	محتاج صاحب يقدّر مجمل احوالي,الميت الحي,كما حلا شعر عاشق في هوى غاده	محتاج صاحب يقدر مجمل احوالي
3876,287,الميّت الحي,ماهو على الظن، فوق الظن وزياده	يدري عن الحاجه اللي دارت فْـ بالي,الميت الحي,ماهو على الظن فوق الظن وزياده	يدري عن الحاجه اللي دارت ف بالي
3877,287,الميّت الحي,ويدرك حقيقة شعور الحزن وابعاده	الوعـي .. رافـد مهم لدعـم الآمـالي,الميت الحي,ويدرك حقيقة شعور الحزن وابعاده	الوعي رافد مهم لدعم الامالي
3878,287,الميّت الحي,والنصر .. يحتاج دعم وفكر وقيـاده	يا قصر زعبيـل شكلك فاقـدٍ غـالـي,الميت الحي,والنصر يحتاج دعم وفكر وقياده	يا قصر زعبيل شكلك فاقد غالي
3879,287,الميّت الحي,عضـيد شيـخٍ تـفاخـر  باسمه بـلاده	مرّيت قصره وحسّـيت القصـر بالي,الميت الحي,عضيد شيخ تفاخر باسمه بلاده	مريت قصره وحسيت القصر بالي
3880,287,الميّت الحي,لو كان قصـره يفاخـر بالذي شــاده	يشـاركـك أوّل الأحــــزان و التالـي,الميت الحي,لو كان قصره يفاخر بالذي شاده	يشاركك اول الاحزان و التالي
3881,287,الميّت الحي,تقول ميعـاد حـزنك نفـس ميعـاده	حـدايقـه بالنخـيل الباسـق العـالي,الميت الحي,تقول ميعاد حزنك نفس ميعاده	حدايقه بالنخيل الباسق العالي
3882,287,الميّت الحي,إللي مَـعَ رقّــة النسـنـاس منقـــاده	أحيـد عصفـــورها لا جيـت غنّى لي,الميت الحي,اللي مع رقة النسناس منقاده	احيد عصفورها لا جيت غنى لي
3883,287,الميّت الحي,واليوم عصفـورها ليسَ كما العـاده	من يحسب الحزن وقفه فوق الاطلالي,الميت الحي,واليوم عصفورها ليس كما العاده	من يحسب الحزن وقفه فوق الاطلالي
3884,287,الميّت الحي,قولوا له الحـزن حاجه غير معتـاده	الحـزن ذكـره معي في كل ترحالـي,الميت الحي,قولوا له الحزن حاجه غير معتاده	الحزن ذكره معي في كل ترحالي
3885,287,الميّت الحي,والى لقيت الحزين، احاول اسعاده	ما قلت أبـويـه ولا عمّـي ولا خـالي,الميت الحي,والى لقيت الحزين احاول اسعاده	ما قلت ابويه ولا عمي ولا خالي
3886,287,الميّت الحي,لو كلّـهم في ميـادين الفـخـر سـاده	لكن .. أفاخــر بهم وآثـبّـت افـعـالي,الميت الحي,لو كلهم في ميادين الفخر ساده	لكن افاخر بهم واثبت افعالي
3887,287,الميّت الحي,وش قيمة الرجل لو مايصنع امجاده	عجايب,الميت الحي,وش قيمة الرجل لو مايصنع امجاده	عجايب
3888,288,عجايب وشنذاره وغيّاث,وينك يا غيَاث شنذاره تحداني	لو كان ما عندها فعل تماري به,عجايب وشنذاره وغياث,وينك يا غياث شنذاره تحداني	لو كان ما عندها فعل تماري به
3889,288,عجايب وشنذاره وغيّاث,شوط التحدّي تشارك به على شاني	هذا كلام الحقيقه وانت تدري به,عجايب وشنذاره وغياث,شوط التحدي تشارك به على شاني	هذا كلام الحقيقه وانت تدري به
3890,288,عجايب وشنذاره وغيّاث,شهرة عجايب ترى في كل ميداني	منها زمان العجب ضاعت تعاجيبه,عجايب وشنذاره وغياث,شهرة عجايب ترى في كل ميداني	منها زمان العجب ضاعت تعاجيبه
3891,288,عجايب وشنذاره وغيّاث,محد يحارب نجاحي غير عدواني	ولا لقوا من محاربتي سوى الخيبه,عجايب وشنذاره وغياث,محد يحارب نجاحي غير عدواني	ولا لقوا من محاربتي سوى الخيبه
3892,288,عجايب وشنذاره وغيّاث,لو شهرة اعمار للقاصي وللداني	ومركاضها كل خلق الله تهذري به,عجايب وشنذاره وغياث,لو شهرة اعمار للقاصي وللداني	ومركاضها كل خلق الله تهذري به
3893,288,عجايب وشنذاره وغيّاث,إلى ذكرها زمنها ما تناساني	مدرّب اعمار شاملني بتدريبه,عجايب وشنذاره وغياث,الى ذكرها زمنها ما تناساني	مدرب اعمار شاملني بتدريبه
3894,288,عجايب وشنذاره وغيّاث,بكره واقول الشعر صح الله لساني	أتعب على البيت لين يزين تركيبه,عجايب وشنذاره وغياث,بكره واقول الشعر صح الله لساني	اتعب على البيت لين يزين تركيبه
3895,288,عجايب وشنذاره وغيّاث,شنذاره	وينك يا غيّاث غثني والزمن فاني,عجايب وشنذاره وغياث,شنذاره	وينك يا غياث غثني والزمن فاني
3896,288,عجايب وشنذاره وغيّاث,عجايب السيف قدّامي تباهي به	تقول للأوّلي ماهوب للثاني,عجايب وشنذاره وغياث,عجايب السيف قدامي تباهي به	تقول للاولي ماهوب للثاني
3897,288,عجايب وشنذاره وغيّاث,تستنقص من المقام وتجهل الهيبه	معزّب الخير قدّمها وخلاني,عجايب وشنذاره وغياث,تستنقص من المقام وتجهل الهيبه	معزب الخير قدمها وخلاني
3898,288,عجايب وشنذاره وغيّاث,أسلوب تمويه واهل الهجن تدري به	والله لو الشور عندي ما تعدّاني,عجايب وشنذاره وغياث,اسلوب تمويه واهل الهجن تدري به	والله لو الشور عندي ما تعداني
3899,288,عجايب وشنذاره وغيّاث,أكسّر التيم لجل السيف وآجيبه	مع احترامي وتقديري وعرفاني,عجايب وشنذاره وغياث,اكسر التيم لجل السيف واجيبه	مع احترامي وتقديري وعرفاني
3900,288,عجايب وشنذاره وغيّاث,من يجهل اعمار مدري وش نسوّي به	في دار زايد وفي مضمار ابن ثاني,عجايب وشنذاره وغياث,من يجهل اعمار مدري وش نسوي به	في دار زايد وفي مضمار ابن ثاني
3901,288,عجايب وشنذاره وغيّاث,المركز الأوّلي لاعمار ترتيبه	والاّ على الشعر جاريتك بقيفاني,عجايب وشنذاره وغياث,المركز الاولي لاعمار ترتيبه	والا على الشعر جاريتك بقيفاني
3902,288,عجايب وشنذاره وغيّاث,شعر لو اسمّع الشاعر يغني به	غياث,عجايب وشنذاره وغياث,شعر لو اسمع الشاعر يغني به	غياث
3903,288,عجايب وشنذاره وغيّاث,الله على الشعر كيف يهز وجداني	خصوصا ان كانها صوبي مكاتيبه,عجايب وشنذاره وغياث,الله على الشعر كيف يهز وجداني	خصوصا ان كانها صوبي مكاتيبه
3904,288,عجايب وشنذاره وغيّاث,إن كان أقراه والاّ اسمعه بآذاني	في الحالتين اعشقه ما منه تجنيبه,عجايب وشنذاره وغياث,ان كان اقراه والا اسمعه باذاني	في الحالتين اعشقه ما منه تجنيبه
3905,288,عجايب وشنذاره وغيّاث,خبّر عجايب وشنذاره يا شيطاني	الشعر يـ اللي ماحولك شكّه وريبه,عجايب وشنذاره وغياث,خبر عجايب وشنذاره يا شيطاني	الشعر ي اللي ماحولك شكه وريبه
3906,288,عجايب وشنذاره وغيّاث,غيّاث شيبه ويعشق جر الالحاني	لكن بعض السوالف تزعل الشيبه,عجايب وشنذاره وغياث,غياث شيبه ويعشق جر الالحاني	لكن بعض السوالف تزعل الشيبه
3907,288,عجايب وشنذاره وغيّاث,تبغون رايي ورايي حسب ما جاني	النصر والسيف معروفه معازيبه,عجايب وشنذاره وغياث,تبغون رايي ورايي حسب ما جاني	النصر والسيف معروفه معازيبه
3908,288,عجايب وشنذاره وغيّاث,بذلتوا الجهد والتوفيق ربّاني	السبق ثنتينكم خذتوا مكاسيبه,عجايب وشنذاره وغياث,بذلتوا الجهد والتوفيق رباني	السبق ثنتينكم خذتوا مكاسيبه
3909,288,عجايب وشنذاره وغيّاث,ما فيه مجد يجي للرجل مجّاني	لابد ما يخسر الرجّال من جيبه,عجايب وشنذاره وغياث,ما فيه مجد يجي للرجل مجاني	لابد ما يخسر الرجال من جيبه
3910,288,عجايب وشنذاره وغيّاث,يتعب ويبذل جهد ويظلّه يعاني	ويحقق النصر لين نقول يا طيبه,عجايب وشنذاره وغياث,يتعب ويبذل جهد ويظله يعاني	ويحقق النصر لين نقول يا طيبه
3911,289,ضحى العيد,حــاول تهنّـينـي قـبل ليـلة العـيد	خـل الخفـوق مـن الـوداد يتفاجـا,ضحى العيد,حاول تهنيني قبل ليلة العيد	خل الخفوق من الوداد يتفاجا
3912,289,ضحى العيد,إيّـــاني و إيّـــاك يــا سيّــد الغـيـد	تنسى تهنّيني ضحـى العيـد لا جـا,ضحى العيد,اياني و اياك يا سيد الغيد	تنسى تهنيني ضحى العيد لا جا
3913,289,ضحى العيد,لا تقول هنّيتك، هذي بس تمهيد	لجـل القـلوب مْن الوصـال تنـاجا,ضحى العيد,لا تقول هنيتك هذي بس تمهيد	لجل القلوب من الوصال تناجا
3914,289,ضحى العيد,والاّ بعد مـدحي لمنحـرك والجيد	بهجـيـك .. وانـت ماتحـب تهـاجا,ضحى العيد,والا بعد مدحي لمنحرك والجيد	بهجيك وانت ماتحب تهاجا
3915,290,دعاء,​يا مجـيبٍ للعـباد ويا سمـيعاً	طهّر التايب لوجهك من ذنوبه,دعاء,يا مجيب للعباد ويا سميعا	طهر التايب لوجهك من ذنوبه
3916,290,دعاء,ودّي آعـايد عـباد الله جميعاً	أمّـة محمد وسكّـان العـروبه,دعاء,ودي اعايد عباد الله جميعا	امة محمد وسكان العروبه
3917,291,درب الشعر,دربـي ودرب الشـعر واحـد ما قـدرنا نفتـرق	إن كـان جَـوّه غيـم والاّ كان فـي الجـو غْـبره,درب الشعر,دربي ودرب الشعر واحد ما قدرنا نفترق	ان كان جوه غيم والا كان في الجو غبره
3918,291,درب الشعر,ليت القلم يعرف حدوده كل ما شاف الورق	لولا الـورق كان القلم تبكي عليه الـمحبـره,درب الشعر,ليت القلم يعرف حدوده كل ما شاف الورق	لولا الورق كان القلم تبكي عليه المحبره
3919,291,درب الشعر,والرعـد لا منّه رعـد، والبــرق لا منّـه بَــرق	تطـري علي أجمل سنين ايامي اللي مدبـره,درب الشعر,والرعد لا منه رعد والبرق لا منه برق	تطري علي اجمل سنين ايامي اللي مدبره
3920,291,درب الشعر,لو كنت نسـل شْـيـوخ جـرّبت الكـآبه والأرق	لكـن أنـا اللي مظهره لا يُـنبئـك عن مخبـره,درب الشعر,لو كنت نسل شيوخ جربت الكابه والارق	لكن انا اللي مظهره لا ينبئك عن مخبره
3921,291,درب الشعر,تعّبت رجلي في الدروب الكـايده لين العرق	لامس جبينـي والرجل بْلا فعل ضـاع خْبـره,درب الشعر,تعبت رجلي في الدروب الكايده لين العرق	لامس جبيني والرجل بلا فعل ضاع خبره
3922,291,درب الشعر,يا طـارقٍ باب الشـقا، باب الشقا ما ينطـرق	كذلك الـدرب الشـقي لا تحـاول انّك تعـبره,درب الشعر,يا طارق باب الشقا باب الشقا ما ينطرق	كذلك الدرب الشقي لا تحاول انك تعبره
3923,291,درب الشعر,لا تجعل البسـمه من شفاتك حبيبي تنسـرق	وتحـس كنّك شـايلٍ في وسط صـدرك مقبـره,درب الشعر,لا تجعل البسمه من شفاتك حبيبي تنسرق	وتحس كنك شايل في وسط صدرك مقبره
3924,291,درب الشعر,إن غاب نور الشمس وجهك نوره الباذخ شرق	يصغر مقام الشمس والاّ انته مقامك ما اكبره,درب الشعر,ان غاب نور الشمس وجهك نوره الباذخ شرق	يصغر مقام الشمس والا انته مقامك ما اكبره
3925,291,درب الشعر,نــار الغــلا يمكن قليـل الصـبر فيـها يحتــرق	وانا على نـار الغــلا صـبري من اللـي يصـبره,درب الشعر,نار الغلا يمكن قليل الصبر فيها يحترق	وانا على نار الغلا صبري من اللي يصبره
3926,291,درب الشعر,بحر العيون السود من مرّه مُـحب وْما غرق؟	لو هو إمــام الشـوق وانبـل من تعـلاّ منبــره,درب الشعر,بحر العيون السود من مره محب وما غرق	لو هو امام الشوق وانبل من تعلا منبره
3927,292,عن هنا من هناك,​هذا محمد ولد راشد و منّه إليه	الفخر في عصره اللي قال من لي سواك؟,عن هنا من هناك,هذا محمد ولد راشد و منه اليه	الفخر في عصره اللي قال من لي سواك
3928,292,عن هنا من هناك,ماضيّه ف حد ذاته حاضر منافسيه	أما سمعت الزمان يقول ماذا دهاك؟,عن هنا من هناك,ماضيه ف حد ذاته حاضر منافسيه	اما سمعت الزمان يقول ماذا دهاك
3929,292,عن هنا من هناك,كانه حديثه هنا عن مجد ماله شبيه	والمدهش انّه يسولف عن هنا من هناك,عن هنا من هناك,كانه حديثه هنا عن مجد ماله شبيه	والمدهش انه يسولف عن هنا من هناك
3930,292,عن هنا من هناك,واليوم سافر إلى المستقبل اللي يبيه	سافر وقال الفخر يا شيخ خذني معاك,عن هنا من هناك,واليوم سافر الى المستقبل اللي يبيه	سافر وقال الفخر يا شيخ خذني معاك
3931,292,عن هنا من هناك,لا تسأله أين أنت؟ فالسؤال النبيه	مداك في الأرض؟! والاّ في فضانا مداك؟!,عن هنا من هناك,لا تساله اين انت فالسؤال النبيه	مداك في الارض والا في فضانا مداك
3932,293,الصورة,​الصـوره تـقول شمس وْمايله للغروب	والـمنطق يقول يا سامع حديثـي هنـا,الصورة,الصوره تقول شمس ومايله للغروب	والمنطق يقول يا سامع حديثي هنا
3933,293,الصورة,فْعولنا باسم إبوخالد حبيب الشعوب	إتبـيـن حتـى ولـو مـا بـانـت وجـيهـنـا,الصورة,فعولنا باسم ابوخالد حبيب الشعوب	اتبين حتى ولو ما بانت وجيهنا
3934,294,المدينه,من دبــي الـعالـميّــه الـ مدينـة زايـــد	يـا سلامـي والـغـلا بين النشامـا كافـي,المدينه,من دبي العالميه ال مدينة زايد	يا سلامي والغلا بين النشاما كافي
3935,294,المدينه,الـمراجـل كايـده والـطيب فعـله كايـد	دايـم الوافي ما هو يجهل مقام الوافي,المدينه,المراجل كايده والطيب فعله كايد	دايم الوافي ما هو يجهل مقام الوافي
3936,295,زايد بن حمدان,هذا هو الفارس اللـي للوطن تذخره	مْخلّـده فعـل كـفّـه، والبشـر فانـيه,زايد بن حمدان,هذا هو الفارس اللي للوطن تذخره	مخلده فعل كفه والبشر فانيه
3937,295,زايد بن حمدان,هيبتـك عند الجلوس لحالها مفخره	ولهـيبتك وانـت واقـف قصّـةٍ ثـانيه,زايد بن حمدان,هيبتك عند الجلوس لحالها مفخره	ولهيبتك وانت واقف قصة ثانيه
3938,296,صورة مجد,ياسـيّــد الأمّـــه، زعـيم الأمـارات	إنـت الفخـر والـمجـد يعـلو متـونك,صورة مجد,ياسيد الامه زعيم الامارات	انت الفخر والمجد يعلو متونك
3939,296,صورة مجد,أنت الوحيد اللي من الناس بالذات	تْـفــرّح الإنـجـــاز نـظــرة عـيــونـك,صورة مجد,انت الوحيد اللي من الناس بالذات	تفرح الانجاز نظرة عيونك
3940,296,صورة مجد,ياللي تصوّر مجد شعب الطموحات	ما تـدري إن الـعـالـم يصــوّرونـك؟!,صورة مجد,ياللي تصور مجد شعب الطموحات	ما تدري ان العالم يصورونك
3941,297,ما عنه صدود,ما عَـنّه صْدود وَصل الزين ما عَـنّـه	لو كان قاسي وقلبي مِرتـجي عَطـفه,ما عنه صدود,ما عنه صدود وصل الزين ما عنه	لو كان قاسي وقلبي مرتجي عطفه
3942,297,ما عنه صدود,رموشه سيوف مـوتٍ جات مِسْتَـنّـه	منها عروقي وَرا الاضـلاع مِنْـشَطفه,ما عنه صدود,رموشه سيوف موت جات مستنه	منها عروقي ورا الاضلاع منشطفه
3943,297,ما عنه صدود,يا نـاويٍ تخطف القلب اش تَبي منّه	تـراه بَيْـموت لو حاوَلـت في خَطـفه,ما عنه صدود,يا ناوي تخطف القلب اش تبي منه	تراه بيموت لو حاولت في خطفه
3944,297,ما عنه صدود,القـلب مثل الزهَــر لازم تَعَــرف انّــه	يـمـوت في كَـف قَـطّـافه بَعَد قَـطفه,ما عنه صدود,القلب مثل الزهر لازم تعرف انه	يموت في كف قطافه بعد قطفه
3945,297,ما عنه صدود,إلطـف تَرى فـي كِـتاب الله والسنّـه	من تاب يَكسيه رَب البيت من لُطْفَه,ما عنه صدود,الطف ترى في كتاب الله والسنه	من تاب يكسيه رب البيت من لطفه
3946,297,ما عنه صدود,والكِـبر صَاحِـبْه ماهو يدخـل الجنّـه	كيف يْتكـبّر وهو مـخلوق من نُـطفه,ما عنه صدود,والكبر صاحبه ماهو يدخل الجنه	كيف يتكبر وهو مخلوق من نطفه
3947,297,ما عنه صدود,سِكَـنت فـي خافقي والله له الـمِنّــه	قم وَلّع الشوق في الخفّاق والاّ اطْفَه,ما عنه صدود,سكنت في خافقي والله له المنه	قم ولع الشوق في الخفاق والا اطفه
3948,298,فزاع و سفّاح,سفّاح صوته كان و َمَا زال و الفرقى تلوع	مزيج من روح الشباب و ْحكمة الرجل الكهل,فزاع و سفاح,سفاح صوته كان و ما زال و الفرقى تلوع	مزيج من روح الشباب و حكمة الرجل الكهل
3949,298,فزاع و سفّاح,صوته على ركض (الشبابي) كان يعلق في السموع	زمان يوم الركض ناموسه ما ياتي بالسهل,فزاع و سفاح,صوته على ركض الشبابي كان يعلق في السموع	زمان يوم الركض ناموسه ما ياتي بالسهل
3950,298,فزاع و سفّاح,حنّا نعرف ان القناعه تجعل الشخص القنوع	يشعر بأنّه يمتلك ما لا مَلَك غيره فَهَل؟,فزاع و سفاح,حنا نعرف ان القناعه تجعل الشخص القنوع	يشعر بانه يمتلك ما لا ملك غيره فهل
3951,298,فزاع و سفّاح,نستخلص العبره رغم حجم التفاوت في الطبوع	وان الامل مثل الهلال ان غاب لابدّه يهل,فزاع و سفاح,نستخلص العبره رغم حجم التفاوت في الطبوع	وان الامل مثل الهلال ان غاب لابده يهل
3952,298,فزاع و سفّاح,كُنْ كـ (بلال ابن رباح )اللي رفض ذل الخنوع	وَلا تكن مهما تكون المغريات ( ابو جهل ),فزاع و سفاح,كن ك بلال ابن رباح اللي رفض ذل الخنوع	ولا تكن مهما تكون المغريات ابو جهل
3953,299,إرادة وطن,عاش الوطن، والله يعز القياده	اليـوم هذا يوم عـزّه ونومــاس,ارادة وطن,عاش الوطن والله يعز القياده	اليوم هذا يوم عزه ونوماس
3954,299,إرادة وطن,زايـــد رسم للدار خطّـة ريـاده	مَعَ شيوخ بلادنا ثبّـت السـاس,ارادة وطن,زايد رسم للدار خطة رياده	مع شيوخ بلادنا ثبت الساس
3955,299,إرادة وطن,وخليفـــة اللي للمراجـل زنـاده	يقدح وله في قمّة العز مجلاس,ارادة وطن,وخليفة اللي للمراجل زناده	يقدح وله في قمة العز مجلاس
